beginOffset,content,magnitude,score
32496,低音も違和感なく、高音もそれなりに聞き取れるペアリングも速いし通常使用に全く問題なくコスパは良いただし質感はあまりに安っぽくて驚いた外装コスト削って音の品質に拘ったと言われれば納得の商品でした。5時間程使ったが耳の部分が柔らかクッションなので、全く痛くならず快適に使える!,0.8,0.8
32900,音もしっかりしていて、コスパがとてもいい初期不良なのか充電しても33しかいかない実際は5時間ぐらい使用できているのであまり気にしていない。,0.2,0.2
33101,最近はヘッドフォンをほとんど使ってなくて、このたび新しく買いました。,0.4,0.4
33203,主にステレオアンプに接続して聴いていますが、音質をフラットにしてちょうど良く、なかなかの高音質です。bluetooth接続でスマホモニターにもなるし、折り畳み式なので、持ち運び簡単です。,0.9,0.9
33464,この価格にしては、なかなかの利便性と実力でコスパに優れている感じなんですが、あとはどれくらい耐久性があるかです。,0.9,0.9
33632,ステレオモニターヘッドフォン。,0.1,0.1
33677,クリアな音質が気に入りました。,0.9,0.9
33722,取扱説明書について、充電の仕方が掲載されていません。,0.4,-0.4
33800,日本製の商品であれば、このような事は経験ありませんが、コストパフォーマンスを考慮すれば許容範囲ではあります。,0.4,0.4
33962,後、日本語が少し微妙な箇所があります。,0.8,-0.8
34019,商品とは直接関係ありませんが、配送について、配送業者がamazonになってから玄関まで届けてくれなくなりました。,0.7,-0.7
34175,留守でもなく玄関の呼び出しも無く宅配ボックスに直に入れられてしまいます。,0.4,0.4
34283,一度だけならまだしも配送に関しては総合評価の星には含めておりません。bluetoothでは使用してません。,0.6,-0.6
34424,音質の事は、ど素人なので分かりません。,0.2,-0.2
34481,普通に使えてます。,0.8,0.8
34508,ジャックのサイズを2種類にしたり工夫が見受けられます。,0.2,0.2
34587,用途はテレビ視聴が主なのであまり音質についてはコメントできません。,0.7,-0.7
34686,商品としては重厚感があり少し重いですが満足しています。,0.8,0.8
34767,ヘッドホンが欲しくて探してたら、ブラックでシンプルな感じが欲しかったので、一目惚れして購入しました。,0.6,0.6
34917,さっそくすぐに使って、使用感は良い感じです。,0.9,0.9
34983,しっかりつけ心地がフィットしてるので、ずれたりすることもなく、気に入っています。,0.9,0.9
35103,付属品や機能性にも満足しています。,0.9,0.9
35154,他社と比べて、値段も安くクオリティが高いと感じました。,0.9,0.9
35235,電話する際も最近はヘッドホンで友達との電話を楽しんでします。,0.9,0.9
35325,前に使っていたヘッドホンが、使って数ヶ月で、壊れてしまったので、またすぐに壊れないかは少し不安です、、、長く使えるように大切に使っていこうと思います。,0.5,0.5
35550,値段以上の性能が有ると思います。,0.8,0.8
35598,大切な音質は、他のヘッドフォンやイヤフォン多数と聴き比べましたがフラットです。,0.2,0.2
35715,解像度はそんなに高くないと感じました。,0.5,-0.5
35772,それより。,0.1,-0.1
35787,みなさん。,0.0,0.0
35802,これ小さくありませんか?,0.2,-0.2
35836,これが一番気になったところです。,0.7,0.7
35884,顔の小さ目な私でさえ、ちょっと頭を押さえつけられる感じがするのは私だけでしょうか?,0.2,-0.2
36005,他のヘッドフォンではここまできつくないのですが?,0.1,-0.1
36075,ジャズもクラシック音楽もきれいに鳴る。,0.8,0.8
36132,海外のネットラジオを聴いているが、英語がすらすらと入ってくるので疲れない。,0.9,0.9
36243,長時間使用可能。,0.8,0.8
36267,音自体は悪くないが全然低遅延じゃない。,0.5,-0.5
36324,個人用に使用。,0.1,-0.1
36345,中々良いです。,0.9,0.9
36366,無線のブルーツースが繋がりにくい。,0.9,-0.9
36417,繋がることもあるが繋がったかどうかハッキリわかりにくい。,0.8,-0.8
36501,小さな針穴のような所からのランプの色が変わることによって繋がったかどうかわかるが見にくいし、ボタンを押してもなかなか繋がったのかどうかもわかりにくい。,0.7,-0.7
36726,ヘッドホンの質は悪くはないのだろうが、無線ですぐに使いにくい。,0.8,-0.8
36819,せっかく無線で使おうと思って買ったのに今は有線で使っています。,0.6,-0.6
36912,バーゲンしていたので飛びついて買ったが、そういうことだったのかと後悔しています。,0.7,-0.7
37032,もう少し高くても確実に無線で使えるものを買うべきだった。,0.6,-0.6
37116,無線接続をすると遅延が発生するので、ゲームには向かないです。,0.7,-0.7
37206,音はそれなりに良いと思います。,0.9,0.9
37251,僕のやつは左側から変な音が聞こえます。,0.3,-0.3
37308,金額の割には素人でも十分聞きやすいです。,0.9,0.9
37368,長く付けていると、耳が多少痛くなりました。,0.8,-0.8
37431,ですが、許容範囲です。,0.1,0.1
37464,メガネをかけているので、今まで使ったものでは、どうしても痛くなり、使わなくなりました。,0.0,0.0
37593,この商品は、少しだけ痛みがありますが、長く使えると思います。,0.6,0.6
37683,この価格では、期待以上です。,0.9,0.9
37725,コドレスも簡単に使えるし、コドをつなぐこともできるのは、私には、好印象です。,0.9,0.9
37839,音質も期待どおりでした。,0.0,0.0
37875,価格の高いものは、使ったことがないので、この商品は、とても満足です。,0.9,0.9
37977,長く使えると思います。,0.9,0.9
38010,いい音でした。,0.9,0.9
38031,有線と無線が使えるので、だいたいの機器に接続できるのが強みです。,0.8,0.8
38127,なんと同時接続もできてしまいます。pcのテレビ通話音声を有線で聞きしながら、bluetooth接続したスマホから音楽を聴く、なんてことも可能です。,0.9,0.9
38324,有線のコードもそこそこ長いので、テレビに接続してゲーミングヘッドホンとしても使っています。,0.4,0.4
38459,問題点を上げるとすれば以下の3点です。①最小音量が大きい②操作時にbluetooth接続が切れやすい③稼働音がする①最小音量が大きい音量を最小にしても、長時間聴くには辛いほどの音量です。,0.6,-0.6
38718,低音の音質を謳った商品ですが、ちょっと聞こえ過ぎかもしれません。,0.6,-0.6
38814,聴く曲によっては耳が痛いです。②操作時にbluetooth接続が切れやすいアプリの立ち上げや音量調整をすると音が無くなることが頻繁にあります。,0.7,-0.7
39009,いじらなけらば安定して繋がってくれます。③稼働音がするbluetooth接続するとヘッドホン自体から音がします。,0.4,0.4
39159,冷却ファンの音なのかな?,0.0,0.0
39193,音を聴くデバイスから稼働音が鳴ってるというのは致命的な気がしますね。,0.8,-0.8
39295,総じて、器用貧乏だなぁという印象です。,0.0,0.0
39352,何でもできるけど、最高水準ではない、と言った感じ。,0.2,-0.2
39427,上記デメリットが気にならない人には強くオススメできる商品です。,0.6,0.6
39520,思ったよりも音質は良くなかったです。,0.9,-0.9
39574,使い勝手などは良いので音質の向上に努めてもらいたいです!,0.7,0.7
39656,音質に特に問題はありませんが、2時間位の使用で耳に圧迫感を感じ、耳の裏側に痛みがあり装着中止した。,0.3,-0.3
39801,以降使用していない。,0.8,-0.8
39831,値段の割に音は非常によいと感じました。,0.9,0.9
39888,ただ、右耳のヘッドバンドとy字の部品をつなぐ可動部分ネック部分が壊れてしまいました。,0.8,-0.8
40012,見てみたらプラスティック製の蓋のような部分が取れてる様でした。,0.2,-0.2
40105,接着剤が剥がれたのが、割れたのか断面からは判断付きませんでしたが、何れにせよ、そこが壊れたら致命的な箇所が脆いのはいかがなものかと買って10ヶ月保たずに壊れてしまったのは、音がよい分、非常に残念ーすぐに壊れてしまったことは残念でしたが、その後、wiwu正規代理店様に迅速な対応をしていただき、すぐに交換の商品が届きました。,0.2,0.2
40576,ありがとうございました。,0.9,0.9
40612,ケーブルが取り外し可能で、bluetoothが付いてるという理由で購入しました。,0.2,0.2
40714,ケーブルの付け外し問題なし。,0.7,0.7
40756,付属のケーブルもよくできてる。bluetooth正直おまけ程度。,0.1,0.1
40834,というのもやたら遅延が入るため、動画を見たりすると凄く音ズレが気になる。,0.6,-0.6
40942,体感約08秒ほど。,0.0,0.0
40965,遅延少ないって書いてたけどさらに言えば、無音状態からミュージックアプリで再生すると最初の部分がブツッというノイズが入り、不自然なスタートをする。,0.1,-0.1
41181,最初が若干切れてる音質については一応モニターヘッドホンということなのでそういうもんなのかなーと思っています。,0.3,0.3
41343,独断良い音質とは感じませんでした。,0.2,-0.2
41394,低音が強化されてるとの事ですが、いわゆるドンシャリに聞こえる感じもあります。,0.1,0.1
41508,ただ、やはり聴き比べてみると、bluetoothよりは有線の方が音質がいいとは思います。,0.0,0.0
41622,なので有線メインで使う分には良さそうですね。,0.7,0.7
41688,あと個人的に商品の画像を見ただけだとメタリックに見えたのですが、いざ本物を見ると凄くプラスチック丸出しで安っぽく見えました。,0.3,-0.3
41874,また、若干締め付けがキツイので、脱着時に軋んで可動部が壊れるんじゃないかとヒヤヒヤします。,0.5,-0.5
42009,イヤーパッドに関しては耳がすっぽり収まる大きさのため、耳が痛くならなくていいです。,0.9,0.9
42132,まだギターの練習には使っていませんが、色々機能が付いててこの値段セールで6500円なら相応じゃないですかね。,0.5,0.5
42286,非セール時は高いかもbluetoothメインで考えているのならば購入は控えた方が良いと思います。,0.2,-0.2
42412,最初はスカスカの音しか出ませんでしたが、使っていると良くはなります。,0.8,0.8
42514,決して使えないわけではありませんが、音楽用のヘッドフォンとは比べるものではないでしょう。,0.3,0.3
42646,薄くはならないので携帯性は可もなく不可もなく、連続使用時間は必要を充分に満たしていると思います。,0.1,-0.1
42790,かなり雑に扱っていますが、耐久性は今の所、問題ありません。,0.4,0.4
42877,値段から考えると充分良い買い物だったと思います。,0.1,0.1
42949,ワイヤレスでの使用感想音は申し分ない。,0.8,0.8
43006,音ズレが少し気になるレベルである。,0.7,-0.7
43057,開封時からヘッドフォン右側の内部で部品が外れているか破損しているらしく揺らすとカラカラ音がします。1日充電してもbluetoothが使えません!,0.8,-0.8
43251,説明書に書いてあるサーポートに3メールして暫くしたら新品が贈られて来ました。,0.5,-0.5
43363,サポートは良いみたいなので星を1から3に変更しました。,0.0,0.0
43440,良かった点付け心地かなり良好音質低音高音と音域を選ばずとても良いです。,0.9,0.9
43545,取り回し折り畳むとかなりコンパクトになるのは便利。,0.9,0.9
43620,バッテリーとても長持ちする。,0.1,0.1
43662,悪かった点bluetooth接続機器によるのかもしれないが、自分のiphone8ではよく音が飛んだりした。,0.8,-0.8
43789,まとめこの価格帯のヘッドホンならありですが、bluetoothでの使用はあまりお勧めできません。,0.7,-0.7
43915,有線使用なら購入しても良いかなと思います。,0.3,0.3
43978,ヘッドフォンが欲しいと思っていたのと、タイムセールだった為に購入。bluetoothは1秒くらい遅延があり、遅延の分音飛びや音声が早送りっぽく再生される時がある。,0.3,-0.3
44201,音楽を聴くだけだったら個人的には許容範囲だが、ゲームリズムゲームではないの際のボイスが上手く再生されない為気になる。,0.7,-0.7
44375,バッテリーは結構長持ちしている。,0.4,-0.4
44423,有線は、イヤホンジャックのあるiphone6では問題無し。xrでは別で購入したアダプターが不良品だった為、しっかりと確認は出来ていないが、多分大丈夫だと思う。,0.5,0.5
44642,音質や機能を求めるなら店頭で視聴して購入するが、今回はそこまでこだわって購入していないので、安い値段相応の質や機能だと思う。,0.2,0.2
44828,タイトル通り、windows10で使用する場合、bluetoothで接続しているが、音量が変えられない、パソコン側で音量上げ下げしても、ヘッドフォン側でも変わらない。,0.7,-0.7
45041,あとマイクが周りの音を拾いすぎている。,0.8,-0.8
45098,テレワークには向かない感じ。,0.8,-0.8
45140,有線接続した場合、接続と切断を定期的に繰り返して、使えない。,0.8,-0.8
45230,ちょっと不具合が発生したりもしたが、しっかり保証してもらえたんでおk。,0.4,0.4
45333,高級感満載です。,0.9,0.9
45357,大変満足。,0.9,0.9
45372,音質が僕の好みと合うので気に入っています。,0.9,0.9
45435,一回の充電で、もう少し長く使えると申し分ないのですが。,0.4,-0.4
45516,悪い点iphoneに無線で接続した場合に音飛びが発生する。,0.8,-0.8
45591,側圧が強すぎて顎が疲れる、頭が痛くなる。,0.9,-0.9
45651,良い点音質は良いのでコスパはそこそこ。,0.4,0.4
45708,有線無線どちらも使える。,0.6,0.6
45744,自分は音飛びと側圧で購入2ヶ月後で買い替えましたので参考程度に、返品交換の際の対応は星5でした。bluetooth接続、音色ともに値段相応。,0.2,0.2
45932,だが、電源端子部のつくりが悪いのか直ぐに接触不良などの不具合がおこりゴミになる。,0.9,-0.9
46052,メーカー対応も知って知るべしで疲れるだけ。ps後日、丁寧な謝罪メールとともに新品商品を郵送していただきました。,0.5,0.5
46213,とても、気持ちがよかったっすよ。,0.9,0.9
46261,ありがとv拝〆。,0.0,0.0
46283,価格帯からすれば普通に使えます!,0.7,0.7
46329,2か月ほど普通に使用していてイヤーカップの可動部分が破損したので1です。,0.6,-0.6
46433,ですが、メーカー代理店かも?,0.2,-0.2
46473,に破損をメールで知らせたら、代替品送付させて頂きます。,0.1,-0.1
46554,という返事が来て、翌日には新品が届きました。,0.4,0.4
46620,場合によると思いますが僕の場合は壊れた方の送付など面倒な事もなくあっさり解決していただいたので満足です。,0.9,0.9
46776,音質はすごくいいと言うほどではないですが、値段相応かと思います。,0.1,-0.1
46872,それに有線無線両方で使えることや、2種類のプラグに対応していることなど、機能面を加味すれば結構お得な買い物だったと思います。,0.7,0.7
47056,あくまで僕は、普段家で使うための安いヘッドホンを探していたので、これがモニター用として優れているかはちょっとよくわかりません。,0.2,-0.2
47245,本気でモニター用として使うヘッドホンを探している方は少し慎重に考えた方がいいかもしれません。,0.1,-0.1
47383,この価格でこの音質!,0.9,0.9
47411,大満足です!,0.9,0.9
47427,使わせて頂いたが残念ながらこの商品はやべー。,0.4,-0.4
47493,使い物にならなかった。,0.8,-0.8
47526,この評価にみなさんはどうみるかわかりませんが注意しましょう。,0.5,-0.5
47616,私の意見ではこれはやべー。,0.2,-0.2
47655,使い物にあたいしない残念ながら。,0.8,-0.8
47703,想像どうりでした。,0.0,0.0
47730,良い方に?,0.2,0.2
47743,ライブのdvd見る用に買いました。,0.0,0.0
47788,音漏れしなければ、最高です。,0.6,0.6
47830,音質は特に不満ありません。,0.9,0.9
47869,装着感は若干キツめで側面というよりはヘッドバンドが頭頂部に押し付けられる感じでした。,0.2,0.2
47995,ヘッドバンドを伸ばすと耳にフィットしなくなるので、頭が小さめの人には向かないと思います。pcにつないで動画、音楽視聴の用途で半年ほど使用してましたが、先日頭からヘッドホンを外す際にアームの付け根の部分がぼっきりと壊れました。,0.7,-0.7
48327,通常使用で半年なので耐久性はないようです。,0.7,-0.7
48390,注文をしてからすぐに届きました。,0.7,0.7
48438,商品のデザインや音質も期待以上でした。,0.9,0.9
48495,質問があったのでカスタマーサービスへメールで連絡したところ即答してくれしかも対応もとても早くしていただきました。,0.9,0.9
48663,すばらしいサービスに驚きました。,0.9,0.9
48711,値段も競争力があり他の商品も購入したくなるショップさんです。,0.9,0.9
48801,音質的にはお値段相応。bluetoothヘッドフォンが欲しかったので購入しました。,0.0,0.0
48906,有線でも無線でも使えるというのはかなり大きいと思います。,0.5,0.5
48990,強いて言うならば外観の銀色部分のメッキ感というか安っぽさ。,0.0,0.0
49077,もう少し重くても良かったと思います。,0.5,-0.5
49131,この価格での音質はまずまずだと思います。,0.6,0.6
49191,ギターなどの音楽練習には最適です。2音源を別々に音量調節出来たら最高ですが。,0.3,0.3
49303,普段用で使っています。,0.0,0.0
49336,満足です。,0.9,0.9
49351,以前、使っていたヘッドホンに比べて、低音が良く聴こえる気がすると思いました。,0.0,0.0
49465,使い方の問題かもしれないのですが、長時間、着用してると耳が痛くなる事があるので、星4にしました。,0.1,-0.1
49607,届いて聴いて第一印象、音が良いと感じました。,0.9,0.9
49673,ひとつ前に買ったオーテクのワイヤレスヘッドホン11万円もこれぐらい鳴ってくれたら不満はなかったのに音の感じはドンシャリです。,0.6,-0.6
49855,低音がドコドコ出るが、それに影響を受けない高域がタイトに伸びて抜けが良いです。,0.7,0.7
49972,一言で印象をいうなら高域のきれいさ。,0.5,-0.5
50026,ボーカルが耳元で艶やかにささやく感じです。,0.1,0.1
50089,前出のオーテクと比べるならラウドネスを掛ける前と掛けた後ぐらいメリハリが違います。,0.2,-0.2
50212,その他気づいた点など、写真ではけっこうマッチョな印象ですが、実物は逆にコンパクトで軽量ヘッドバンドの伸びが小さい。,0.4,-0.4
50383,左右でそれぞれあと15cmは伸びでほしかった。,0.3,-0.3
50444,頭が大きめの男性には若干窮屈に感じるかも側圧もやや強めです。,0.6,-0.6
50534,ヘッドバンドを頭に掛けなくても側圧だけでホールドするぐらい。,0.1,-0.1
50624,イヤーパッドが厚めで柔らかいので緩和はされますアナウンスは電子音で爆音ではないので安心追記評価下方修正です。,0.0,0.0
50786,やはり側圧がきついですね。30分もするとかなりしんどいです。,0.8,-0.8
50872,音は抜群に良いのですが、側圧をもっと弱くした製品を期待したいところです。,0.2,-0.2
50980,音質もこれは良いと言う感じはしない、普通というか、スタイルが良くない、無粋な感じだった、写真では質感が分からない物でした、故にこれは良かったとは感じなかっです。,0.4,-0.4
51220,音質極めてニュートラルに感じます。,0.3,0.3
51271,少しドンシャリ寄り。,0.0,0.0
51301,デザインアームが左右に張り出しているため、日本人は頭が大きく見えてしまう。,0.3,-0.3
51412,接続たまに断続的に途切れがあるが、bluetoothと割り切ればこんなもんかと。,0.1,-0.1
51514,気になる場合は有線があるのがこの製品の強み。,0.7,0.7
51580,サービス数ヶ月使ったところで、スィベル部分が破損しましたが、問い合わせしたところ2日後に代替品が到着連休中。,0.5,-0.5
51740,助かりました。,0.9,0.9
51761,この価格での性能ということであれば、十分だと思います。,0.5,0.5
51842,軽くて安っぽさはありますけど、使い勝手はよいです。,0.9,0.9
51917,基本的に、音質は良いです。,0.8,0.8
51956,特に、少し古い時代に録音された曲を聴く場合、割りと綺麗に聴くことができるのが、このヘッドホンの長所です。,0.4,0.4
52112,また、小さな音もよく拾うので、純粋なありのままの曲をよく再現していると思います。,0.9,0.9
52232,有線でも無線でも両方使えるのが気に入ったことと耳へのフィット感が良い。,0.9,0.9
52337,また、、音質も価格に比べてよかった。2回買ったのですが、いずれもヘッドホンのヘッドバンド部分とハウジング部分の付け根が壊れました。,0.0,0.0
52530,購入して二ヶ月無線モードが反応しなくなり有線のみになってしまいました、電源オンにすると赤青の点滅だけで当初の青点滅になりません、保証が一ヶ月しかなく残念。wifiでtvと直結便利です、音響は詳しくないので星4つになっただけです素人評価です。,0.2,-0.2
52876,音はいいです。,0.8,0.8
52897,デザインもいいと思います。,0.9,0.9
52936,ただ、パチパチという雑音が入るのですべて台無し不良品なのかも?、デザインは良くても写真ほどの質感はないです。,0.6,-0.6
53096,金属っぽい塗装ですがプラスチックなので触ると値段なりの安物感。,0.1,-0.1
53189,イヤーモフは耳を包み込んでいい感じではありますが蒸れてペタついてきます。,0.2,0.2
53297,主としてスマホbluetoothで使用しています。,0.0,0.0
53354,期待以上の満足度!,0.9,0.9
53379,クラシック音楽からネット研修まで、とても重宝しています。,0.9,0.9
53463,長時間の利用でも、ほとんど疲れがきません。,0.9,0.9
53526,願わくは、スライドあと1段欲しいところです。,0.0,0.0
53590,最初は良いヘッドホンだと思いましたが、すぐに故障し、機能しなくなった為、返品しました。,0.8,-0.8
53719,営業担当者から今まで経験した事がないほど、終始、非常に失礼な対応をされ、最終的には脅迫行為まで受けました。,0.7,-0.7
53878,フィードバックをした際に、アマゾン様を通してのショップからの連絡は迅速で丁寧な対応で、返金手続きもすぐにしていただいたので、本来なら星など付けられたものではありませんが、一つだけ付けさせて頂きます。,0.5,0.5
54175,商売は、商品の品質、機能、価格だけではなく、営業担当者の顧客対応が購買動機に大きく影響するのだと改めて実感しました。,0.4,0.4
54349,コスパはとても良いです。,0.9,0.9
54385,唯一のマイナスにした点は、サイズが少し小さい点です。,0.6,-0.6
54463,まぁまぁ。,0.1,0.1
54478,家人が電子ピアノ練習用に購入。pcでテレビ鑑賞する時やラジオ機器でラジオを聴く時にも使えてとても便利。,0.9,0.9
54627,イヤホンと違って、家族全員で清潔に共用できるところも良い。,0.9,0.9
54714,このタイプは初めて買いましたが音質、デザインが気に入りました。,0.9,0.9
54807,また、有線、無線で接続できるので無線の帯域が有線で被っても大丈夫なのが気に入りました。,0.9,0.9
54936,ただヘッドホンのサイズが小さく、頭の大きい私には小さく感じました。,0.9,-0.9
55035,それでもいい商品に違いないです。,0.2,0.2
55083,確かに他のヘッドホンに比べると低音が強化されているが、音が全体にぼやけていてクリアな音質には程遠い。,0.2,-0.2
55233,価格と評価と謳い文句に惹かれて購入したが、大半の評価は過剰評価で、とても四つ星や五つ星を付けられる様な音質は得られていない。,0.4,-0.4
55419,音質に期待すると裏切られるので余り過剰な期待はしない方がいい。,0.8,-0.8
55512,コンパクトに収納できて、軽いので首に負担がすくないです。,0.9,0.9
55596,見た目もカッコいい。,0.9,0.9
55626,コードも二種類あって使い分けれる機能は優れものです。,0.9,0.9
55704,説明書が不十分。,0.9,-0.9
55728,最初は割りと良い印象だったが、3か月でパーツが外れてだめになりました。bluetoothのバージョンが古いせいなのか、使用中に音が途切れたり他の電波を拾って混線してるような症状が出てしまいます。,0.8,-0.8
55999,価格は安価で有線、bluetooth両方使えるのが魅力で、音質もそこそこいけてるので、その点だけ残念でした。45回使いましたが、音は最高です。,0.5,0.5
56190,ただ、大ききので、外で使うのは躊躇します。,0.5,-0.5
56253,大きいので、周りの目が気になります。,0.1,0.1
56307,今は、押し入れに入れたまま、使っていません。,0.3,-0.3
56373,値段の割に音が綺麗で重低音がしっかりしているのでとても満足です。,0.9,0.9
56469,通勤用に購入bt接続全く問題なしです。,0.8,0.8
56522,前に買ったbtイヤホンの音切れがひどく、このヘッドホンに買い替え。,0.7,-0.7
56617,タイムセールで5000切っていたので勢いで買ってしまった部分もありますが、これは買って正解!,0.9,0.9
56745,つけ心地もよく、1時間ちょいの通勤が快適になりました!,0.9,0.9
56822,触り心地?,0.1,0.1
56835,というか質感もよく、あとは耐久性ですかね。,0.7,0.7
56898,音はサイコーとまでは言いませんが、必要十分で低音もそれなりに出ます。2年くらい持ってくれることを期待してますw。201910月中に購入して、数回使用したら、1カ月もないのに、左側のヘッドホンが断線したため、音が出なくなりました。,0.6,-0.6
57222,しかし、サポートセンターにすぐに対応して頂き、新品と交換してくれました。,0.8,0.8
57330,その対応につき、星を一つ追加しました。,0.0,0.0
57387,なお、商品の品質について、普通にお使いなら問題ないです。,0.4,0.4
57471,個人差があるでしょうが、bluetooth経由だと、少しタイムラグがある気がします。,0.4,-0.4
57579,以上。,0.0,0.0
57588,直接接続すると、片方のヘッドホンから音が聞こえなかったbluetoothで接続すると音割れがひどくてダメでした。,0.9,-0.9
57738,初期不良で返品しました。,0.6,-0.6
57774,良い点としてヘッドホン自体軽く、装着時の頭の締め付けがほぼないので装着感がいいです。,0.9,0.9
57900,購入当時は締め付けが多少ありますが、暫く付けてると馴染みます。,0.3,0.3
57993,ヘッドバンドの部分と耳当ての部分も柔らかい素材なので長時間付けていても痛くなりません。,0.9,0.9
58122,また、音質は悪くないと思います。,0.7,0.7
58170,有線のイヤホンジャック接続時だとなお良いです。,0.8,0.8
58239,サウンドカードの性能にもよりますヘッドホン自体の品質は良いと思います。,0.8,0.8
58344,悪い点として充電しながらの利用が困難です。,0.8,-0.8
58407,充電音かわからないですが、ブーンという音が入り、充電しながらの利用はかなりのストレスです。,0.7,-0.7
58542,この点は寝る前等に充電をすればいいのですが、マイナス1としました。,0.6,-0.6
58639,なお、bluetoothを切り、有線のイヤホンジャックを接続しつつの充電であれば発生はしません。,0.0,0.0
58765,あとはこのヘッドホンに限ってのことではないかもしれませんが、動画視聴時に飛ばしてみようとするときのブツッという音が結構気になります。,0.2,-0.2
58963,これはbluetooth接続時のみ起き、有線だと発生しません。,0.0,0.0
59038,また、環境音はノイズキャンセリング機能がないこともありますが、音を流していても若干は入るかなといった印象です。,0.2,0.2
59203,注意点としてbluetooth接続しつつイヤホンジャック接続はできない仕様のようです。pcで音を流しつつ外部の音を合わせるというのが出来ません。,0.6,-0.6
59397,クーポン利用で4000円台なので、この価格なら良い商品かなと思います。,0.8,0.8
59494,追記使用開始して10ヵ月位で左のイヤーカップの付け根が折れてしまいました。,0.7,-0.7
59601,ただ、24ヵ月以内であれば交換保証内だったのでカスタマーqaにあるアドレス037oneaudioshopに連絡後即対応して貰えました。,0.4,0.4
59764,連絡後2日後に届きました本体だけではなく付属品含め新品がフルセットで送られてきたのでサポートは素晴らしいです。,0.9,0.9
59927,ただ、新しいバージョンrとlが耳あてについているものに変わったらしく、そちらはスピーカー部分が耳に当たる為耳が痛くなります。,0.6,-0.6
60109,追記ここまで。,0.1,-0.1
60130,値段の割に良いです。,0.9,0.9
60160,こだわりがないので、詳しいことはわかりませんが、普通に楽しむなら十分だと思います。,0.2,0.2
60283,不良品送らないでください右耳が聞こえなくてレビューできない。,0.8,-0.8
60373,値段を考えると満足してますよ。,0.7,0.7
60418,時々、音のバランスが片寄るのだけれも接触のせいなのかな?,0.2,-0.2
60500,とりあえずテレビを見る程度なので十分です。,0.7,0.7
60563,この値段にしてはとてもいいと思いますただ1点、このヘッドホンbassboostがかけられてるような音です、なので低音が強いのが好きな人は問題ないと思いますが、高音の質がいい方が良いという人にはあまりおすすめしにくいです。,0.5,-0.5
60873,コスパの良いヘッドホンです。,0.9,0.9
60915,大きな問題はありませんが、強いて言えば、頭の大きい人には調整してもギリギリのサイズだと思います。,0.0,0.0
61059,良かったです。,0.9,0.9
61080,届いた日に15分ほど着用していたんですが、写真のように蒸れやすくなっております。,0.8,0.8
61196,ただ、それだけ密閉してるって事なので文句は言えませんが。,0.3,-0.3
61280,しかし、いい買い物しましたᵕᴗᵕ追記bluetoothで繋げた状態でバ〇ドリをするとほんの少しだけタイムラグがあり、自分には違和感がありました。,0.4,-0.4
61478,有線の場合なら大丈夫だと思います。,0.6,0.6
61529,コストパフォーマンス的には問題なく満足してます。,0.9,0.9
61601,自分は頭が大きいので伸び縮み出来ると良いかな。,0.1,0.1
61670,有線で使う場合ヘッドホン自体の音質は良いのだが付属で付いてくるオーディオケーブルの音質が非常に悪いここ注意音質が悪いと思い元々持っていた他のオーディオケーブルを使ったら音が良くなったので持っていない方はこちらの商品を購入する際は一緒に他のオーディオケーブルを購入することを強くオススメします。,0.4,-0.4
62108,無線の場合元々有線で使うつもりだったのでよかったのですがbluetoothで使おうしている方は注意です。,0.4,-0.4
62246,この商品は高音質!,0.7,0.7
62271,と謳っていますが高音質のコーデックであるaptxやaacに対応していません。sbcのみです。,0.5,-0.5
62389,確かにsbcにしては音は良いのですがaptxなどと比べるとやはり劣ります。,0.5,-0.5
62486,最後に商品説明欄はチップの型番しか書いておらず知識のない方は対応コーデックがわからずじまいという非常にずる賢い商品です。,0.2,-0.2
62666,ちょっと印象が悪かったかな。,0.9,-0.9
62708,前回同じメーカーのものを買ったので、少し不安がありました。,0.3,-0.3
62795,低音とボーカルの声がシャカシャカ聞こえるだけだったので。,0.2,-0.2
62879,でも今回は違いました。,0.4,-0.4
62912,まずは音質この値段にしては音質はとても満足です!,0.9,0.9
62982,音量を上げても低音とボーカルの声がバランスよく聞こえます。,0.5,0.5
63069,それでいて音割れすることもないです。,0.4,0.4
63123,使用感長時間つけても耳が痛くなりません。,0.9,0.9
63183,本体についている、ボタン電源、音量など押しやすく、壊れてませんでした。,0.3,0.3
63288,前回は壊れていたので有線、bluetoothどちらも使えるので、自分の使用スタイルに合わせて使えます。,0.8,0.8
63423,オススメの一品です!,0.9,0.9
63451,クーポンを使って3000円代で購入できました。,0.6,0.6
63512,音はそれなりで特にすごい!,0.9,0.9
63549,ってのはありませんが、イヤーパッドが柔らかくてつけ心地が良いです。,0.9,0.9
63648,残念なのはbluetoothが、ver4なので接続があまり良くないです。,0.8,-0.8
63730,あまり激しく動いたりしないならアリです。,0.6,-0.6
63790,あと、マイクも付いてますが、あまり音質良くないみたいです。,0.8,-0.8
63877,追記本日djの実戦で使ってみました。,0.0,0.0
63927,うーん、やっぱ耐久性が。,0.2,-0.2
63963,割れてしまいました。,0.7,-0.7
63993,買って速攻ですが、返品も効かないんだろうなと、諦めですが、もう少しメーカーとして、頑張って欲しいところです。,0.5,-0.5
64155,一回の使用で終わってしまったことを考えると凹みます。,0.1,-0.1
